,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
533,2,0,0,0,0,0,0,1,1,0,2,1
534,1,0,0,0,0,0,0,2,1,0,0,1
535,1,0,0,0,0,0,0,2,2,1,1,1
536,1,1,0,0,0,0,0,2,1,0,0,1
537,1,1,0,0,0,0,0,2,1,1,1,1
538,2,0,1,1,0,0,0,3,1,0,2,2
539,2,1,2,1,0,0,0,2,1,0,1,1
540,1,1,0,0,0,1,0,2,1,0,0,1
541,1,0,1,1,0,0,0,2,1,0,1,1
542,1,1,0,0,0,0,0,1,1,0,0,1
543,2,1,0,0,0,0,0,2,1,0,1,1
544,3,0,2,0,0,0,0,3,0,1,0,1
545,1,0,1,0,0,2,1,2,1,0,0,1
546,1,1,0,0,0,0,0,2,2,1,0,1
547,2,0,1,0,0,0,0,2,1,1,1,1
548,2,0,1,0,0,1,0,2,1,1,1,1
549,1,1,1,0,1,0,0,2,1,0,0,1
550,0,1,0,0,0,0,0,1,1,0,0,1
551,1,0,0,0,0,0,0,2,1,0,0,1
552,1,0,0,0,0,0,0,2,1,0,0,1
553,0,2,0,0,0,1,1,0,3,0,1,1
554,3,1,1,0,0,0,0,3,0,0,1,1
555,3,1,1,0,0,0,0,3,0,0,1,1
556,2,1,1,1,0,0,0,2,1,0,2,1
557,3,1,1,0,0,0,0,3,0,0,1,1
558,2,1,1,1,0,0,0,2,1,0,2,1
559,2,0,1,0,0,0,0,3,1,0,2,1
560,2,1,1,0,0,0,0,2,1,0,1,1
561,1,0,1,0,0,1,1,2,1,0,0,1
562,1,1,1,0,0,2,1,2,1,0,0,1
563,1,0,1,0,0,1,0,2,1,0,1,1
564,2,0,1,0,0,0,0,3,1,0,2,1
565,2,1,1,0,0,0,0,2,1,0,1,1
566,1,1,0,0,1,0,0,2,1,0,0,1
567,1,1,0,0,1,0,0,2,1,0,0,1
568,1,1,1,0,1,0,0,2,1,1,1,1
569,0,0,0,0,0,1,0,1,2,0,2,1
570,2,0,1,0,0,0,0,3,1,1,1,1
571,0,0,0,0,0,1,0,1,2,0,2,1
572,1,0,1,0,0,0,0,2,1,0,1,1
573,2,1,1,0,0,0,0,2,1,0,0,0
574,2,0,1,0,0,1,1,2,1,0,0,1
575,2,0,1,0,0,1,0,2,1,1,1,1
576,1,1,0,0,0,0,0,2,1,0,0,0
577,1,0,1,0,0,0,1,2,1,0,0,1
578,1,0,1,0,0,0,1,2,1,0,0,1
579,2,0,1,0,0,0,0,2,1,0,0,1
580,2,1,1,0,0,0,0,2,1,0,0,1
581,2,1,1,0,0,0,0,2,1,0,0,1
582,2,1,1,0,0,0,0,2,1,0,0,1
583,2,0,1,0,0,0,0,2,0,0,0,2
584,2,0,1,0,0,2,1,2,1,1,1,2
585,1,1,0,0,0,0,0,2,2,0,0,1
586,2,0,1,0,0,0,0,2,1,1,1,2
587,0,1,0,0,0,0,1,1,1,0,0,1
588,0,0,0,0,0,1,0,0,3,0,3,2
589,1,0,1,0,0,0,0,2,0,0,1,2
590,1,0,1,0,0,1,0,2,1,0,0,1
591,0,0,1,0,0,1,2,0,1,0,1,1
592,1,0,1,0,0,1,0,2,1,0,0,1
593,1,1,2,0,0,0,0,3,1,0,0,1
594,1,1,0,0,0,1,0,2,2,0,0,1
595,1,1,1,1,0,1,1,2,1,0,0,1
596,2,0,2,0,0,0,0,2,0,0,0,1
597,2,1,2,0,0,0,0,2,1,0,0,1
598,1,1,0,0,0,0,0,1,1,0,0,1
599,2,1,1,0,0,0,0,2,0,0,0,1
600,1,2,1,0,0,0,0,1,1,0,0,0
601,3,0,2,0,0,0,0,3,1,0,0,1
602,1,1,0,0,0,0,0,2,1,0,0,1
603,3,0,2,0,0,0,0,3,1,0,0,1
604,1,1,0,0,0,0,0,2,1,0,0,1
605,1,1,0,0,0,0,0,2,1,0,0,1
606,1,0,1,1,0,0,0,2,1,1,2,2
607,1,0,1,0,0,1,0,2,1,0,1,1
608,1,1,1,1,0,0,0,3,1,0,1,1
609,0,0,0,0,0,0,0,1,2,0,2,1
610,1,0,2,0,0,1,0,2,2,0,0,1
611,3,0,2,0,0,0,0,3,0,0,0,1
612,1,1,0,0,0,0,0,1,1,0,0,1
613,1,0,1,0,0,0,0,1,1,0,0,1
614,1,1,0,0,0,0,1,2,0,2,1,1
615,1,1,2,0,0,1,0,2,2,0,0,1
616,1,1,2,0,0,1,0,2,2,0,0,1
617,2,0,2,0,0,0,0,2,0,1,0,1
618,2,0,2,0,0,0,0,3,1,0,1,1
619,2,0,1,0,0,0,0,2,1,1,0,1
620,1,1,0,0,0,0,1,2,1,0,0,1
621,1,1,0,0,0,0,1,2,1,0,0,1
622,1,1,0,0,0,0,0,2,1,0,0,1
623,1,1,1,0,0,1,0,2,2,1,2,1
624,0,1,0,1,0,1,0,2,2,0,1,1
625,0,1,0,1,0,1,0,2,2,0,1,1
626,1,1,1,0,0,0,0,2,1,0,0,1
627,1,1,1,0,0,0,0,2,1,0,0,1
628,1,1,1,0,0,0,0,2,1,0,0,1
629,1,1,0,0,0,1,1,1,1,0,0,1
630,1,1,1,0,0,0,0,2,1,0,0,1
631,2,0,2,0,0,0,0,2,1,0,0,1
632,1,0,0,0,0,1,0,1,1,0,1,1
633,1,2,0,0,0,0,1,3,2,0,1,0
634,1,0,0,0,0,2,1,1,1,0,0,1
635,1,1,0,0,0,1,0,1,1,0,0,1
636,1,2,1,0,0,1,1,2,1,0,0,1
637,1,2,1,0,0,1,1,2,1,0,0,1
638,1,2,0,0,0,0,0,1,1,0,1,2
639,1,0,1,0,0,1,0,2,1,2,1,1
640,1,1,1,0,0,0,0,2,2,0,0,1
641,1,1,1,0,0,1,0,2,2,0,0,1
642,1,1,1,0,0,0,0,2,2,0,0,1
643,1,1,1,0,0,1,0,2,2,0,0,1
644,1,1,1,0,0,0,0,2,2,0,0,1
645,1,1,0,1,0,0,0,2,1,0,1,2
646,0,1,0,0,0,0,0,2,2,0,1,1
647,1,1,0,0,0,0,0,1,1,0,1,0
648,1,0,1,0,0,0,0,1,1,0,1,2
649,0,0,1,2,0,1,2,1,1,0,1,1
650,2,0,1,0,0,0,0,2,0,0,0,1
651,1,2,1,0,0,1,2,3,2,0,1,1
652,3,0,2,1,0,1,0,2,0,1,3,1
653,1,0,2,0,0,0,0,2,1,0,2,1
654,1,0,1,0,0,0,0,2,1,0,0,1
655,1,1,0,0,0,1,0,3,1,0,0,1
656,2,0,1,0,0,0,0,2,0,0,0,1
657,2,1,2,0,0,1,0,2,0,0,1,2
658,0,1,0,0,0,0,0,2,1,1,0,1
659,0,1,0,0,0,0,0,2,2,0,1,0
660,0,1,0,0,0,0,0,2,1,1,0,1
661,1,0,1,0,0,0,0,2,1,0,0,1
662,0,1,0,0,0,0,0,2,1,0,0,1
663,1,0,1,0,0,0,0,2,0,1,1,1
664,2,0,2,0,0,0,0,2,0,0,1,1
665,1,1,0,0,0,1,0,2,1,0,0,1
666,1,1,1,0,1,0,0,2,1,0,0,1
667,2,0,1,0,0,0,0,2,0,0,0,1
668,1,1,1,0,0,0,0,1,1,0,1,1
669,2,0,1,0,0,0,0,2,0,0,0,1
670,0,0,0,0,0,1,0,1,1,0,0,1
671,1,1,0,0,0,0,0,1,1,0,0,1
672,1,3,1,0,0,1,2,2,1,0,0,1
673,1,1,0,0,0,0,0,1,1,0,0,1
674,2,0,1,0,0,0,0,2,1,0,0,1
675,1,0,1,0,0,0,0,2,1,0,1,1
676,2,0,1,0,0,0,0,2,1,0,0,1
677,1,1,0,0,0,0,0,2,2,0,0,1
678,1,1,0,0,0,2,1,2,2,0,0,1
679,2,0,1,0,0,1,0,2,1,0,0,1
680,3,0,2,0,0,0,0,3,1,0,0,1
681,1,0,0,0,0,0,0,1,1,0,1,1
682,1,0,1,0,0,1,0,2,1,0,0,1
683,1,1,0,0,0,0,0,2,1,0,1,1
684,1,2,1,0,0,1,2,2,1,0,0,1
685,1,1,0,0,0,0,0,2,1,0,1,1
686,0,1,0,0,0,0,0,2,2,0,0,1
687,1,1,0,0,0,0,0,2,1,0,0,1
688,1,1,0,0,0,0,0,1,2,0,0,1
689,1,0,1,0,0,0,0,2,1,1,0,1
690,0,2,0,0,0,0,0,1,2,0,1,0
691,1,2,0,0,0,0,1,2,2,0,0,1
692,1,1,2,0,2,0,0,2,0,2,0,1
693,1,0,1,0,0,1,1,2,1,0,0,1
694,1,0,1,0,0,1,1,2,1,0,0,1
695,0,0,0,0,0,0,0,0,3,0,2,1
696,0,1,0,0,0,0,0,2,2,0,0,1
697,0,1,0,0,0,0,0,2,2,0,0,1
698,1,1,1,0,0,0,0,2,1,0,0,1
699,2,0,2,0,0,0,0,2,1,0,1,1
700,2,2,1,0,0,1,1,2,1,0,1,1
701,0,1,0,0,0,0,0,2,2,0,0,1
702,0,1,0,0,0,0,0,2,2,0,0,1
703,1,0,1,0,0,1,1,2,1,0,0,0
704,1,1,0,0,0,0,0,2,1,0,0,0
705,1,2,0,1,0,0,0,2,1,0,0,1
706,0,1,0,0,0,0,0,1,2,0,0,1
707,0,1,0,0,0,0,0,1,1,0,1,1
708,1,1,0,0,0,0,0,1,1,0,1,1
709,1,0,1,0,0,0,0,2,1,0,0,1
710,2,2,1,0,0,1,1,2,1,0,1,1
711,1,1,1,0,0,0,1,2,2,0,0,1
712,1,1,0,0,0,0,0,2,1,0,0,1
713,1,0,1,0,0,0,0,2,1,0,0,1
714,1,1,1,0,0,1,1,2,1,0,0,1
715,0,1,0,0,0,0,0,1,1,0,0,1
716,1,0,1,0,0,0,0,2,1,0,0,1
717,1,0,0,0,0,0,0,1,1,0,0,1
718,1,1,0,0,0,0,0,2,1,0,0,1
719,0,1,0,0,0,0,0,2,2,0,0,1
720,1,1,0,0,0,0,0,2,1,0,0,1
721,1,0,0,0,0,1,1,2,1,0,0,1
722,1,0,0,0,0,0,0,1,1,0,0,1
723,0,0,1,0,0,1,1,1,0,3,0,1
724,1,2,0,0,0,0,0,1,2,0,1,0
725,1,1,0,0,0,0,0,2,1,0,1,1
726,1,1,0,0,0,0,0,2,2,0,1,1
727,0,1,0,0,0,0,0,2,2,0,0,1
728,0,1,0,0,0,0,0,2,2,0,0,1
729,0,2,0,0,0,1,0,1,2,0,2,1
730,1,1,2,0,2,0,0,2,1,0,0,1
731,1,2,0,0,0,0,0,2,2,0,1,1
732,0,1,0,0,0,0,0,1,2,0,0,1
733,0,0,1,0,0,0,0,2,2,0,0,1
734,1,1,0,0,0,0,0,2,2,0,0,1
735,1,2,0,0,0,0,0,1,1,0,0,1
736,1,2,0,0,0,0,0,1,1,0,0,1
737,1,1,0,0,0,1,0,2,2,0,0,1
738,1,0,0,0,0,1,1,2,1,0,0,1
739,1,1,0,0,0,1,0,2,1,0,0,1
740,1,1,1,0,0,0,0,1,2,0,1,1
741,1,1,0,0,0,1,1,2,1,0,0,1
742,0,1,0,0,0,0,0,2,2,0,0,1
743,2,0,2,0,0,1,1,2,1,0,0,1
744,2,0,2,0,0,1,1,2,1,0,0,1
745,0,1,0,0,0,0,0,2,2,0,0,1
746,1,0,1,0,0,0,0,2,1,0,0,1
747,1,0,1,0,0,0,0,2,1,0,0,1
748,0,1,0,0,0,0,0,2,2,0,0,1
749,0,1,0,0,0,0,0,2,2,0,0,1
750,1,1,0,0,0,0,0,2,1,0,0,1
751,1,1,0,0,0,0,0,2,1,0,0,1
752,1,1,0,0,0,1,0,2,2,0,0,1
753,1,1,0,0,0,0,0,2,1,0,0,1
754,1,0,2,0,2,0,0,1,1,1,0,1
755,1,2,0,0,0,1,0,1,2,0,1,1
756,0,2,0,0,0,0,0,1,2,0,1,1
757,1,2,0,0,0,0,0,1,1,0,0,1
758,1,2,0,0,0,0,0,1,1,0,0,1
759,1,0,0,0,0,1,1,2,1,0,0,1
760,1,1,1,0,0,0,1,2,1,0,0,1
761,1,1,1,0,0,0,0,2,1,0,0,1
762,1,1,0,0,0,0,0,2,1,0,0,1
763,1,1,1,0,0,0,0,2,1,0,0,1
764,1,1,0,0,0,0,0,2,1,0,0,1
765,1,1,0,0,0,0,0,2,1,0,0,1
766,1,1,0,0,0,0,0,2,1,0,0,1
767,1,1,1,0,0,0,1,2,2,0,0,1
768,0,1,0,0,0,1,1,2,2,0,0,1
769,1,1,0,0,0,0,0,1,2,0,0,1
770,0,1,0,0,0,1,1,2,2,0,0,1
771,1,1,1,0,0,1,1,2,1,0,0,1
772,1,1,1,0,0,1,1,2,1,0,0,1
773,1,0,1,0,0,0,0,2,1,1,0,1
774,1,0,1,0,0,0,0,2,1,1,0,1
775,0,2,0,0,0,0,0,1,2,0,0,1
776,0,1,0,0,1,0,0,1,2,0,1,1
777,0,1,0,0,1,0,0,1,2,0,1,1
778,1,0,1,0,0,0,0,2,1,0,1,1
779,0,1,0,0,0,1,1,2,2,0,0,1
780,0,1,0,0,1,0,0,1,1,0,0,1
781,0,0,0,0,0,0,0,2,2,0,0,1
782,1,1,0,0,0,1,1,2,1,0,0,1
783,0,0,0,0,0,0,0,2,2,0,0,1
784,0,1,0,0,0,1,1,2,2,0,0,1
785,1,0,1,0,0,0,0,2,1,0,0,1
786,1,0,1,0,0,0,0,2,1,0,0,1
787,1,1,0,0,0,1,0,2,1,0,1,1
788,1,1,0,0,0,1,0,2,1,0,1,1
789,1,1,0,0,0,1,1,2,1,0,0,1
790,0,0,1,0,0,0,1,2,1,0,0,1
791,1,1,0,0,0,1,1,2,1,0,0,1
792,0,1,0,0,0,0,1,2,2,0,0,1
793,1,1,0,0,0,0,0,1,2,0,1,1
794,1,0,2,0,0,0,0,1,1,0,2,1
795,2,2,1,0,0,0,0,2,0,2,1,1
796,1,0,1,0,0,1,0,2,1,0,0,1
797,1,0,1,0,0,1,0,1,1,1,1,2
798,1,1,1,0,0,0,0,2,1,0,1,1
799,1,1,1,0,0,0,0,2,1,0,1,1
800,0,1,0,0,0,1,1,1,1,0,0,1
801,1,1,0,0,0,0,0,2,1,0,0,1
802,0,1,0,0,0,0,1,0,2,1,2,2
803,1,1,0,0,0,0,0,2,1,0,0,1
804,1,1,0,0,0,0,0,1,1,0,0,1
805,1,0,1,0,0,0,0,1,1,0,2,2
806,1,0,1,0,0,0,0,1,1,0,2,2
807,1,0,1,0,0,0,0,1,1,0,2,2
808,0,1,0,0,1,0,0,2,1,1,0,1
809,1,0,1,0,0,0,0,2,1,0,1,1
810,0,1,0,0,0,0,0,1,1,0,1,1
811,2,1,2,0,0,0,0,2,1,0,1,1
812,2,0,1,0,0,1,0,2,1,0,1,1
813,0,0,0,0,0,0,0,1,2,0,1,0
814,2,0,2,0,0,1,0,2,1,1,1,1
815,2,0,1,0,0,1,0,2,1,0,1,1
816,1,1,0,0,0,0,0,2,1,0,1,1
817,2,0,1,0,0,1,0,1,1,0,2,1
818,0,1,0,0,0,1,0,1,1,0,0,1
819,1,1,0,0,0,0,0,2,1,0,0,1
820,0,1,0,0,0,0,0,1,1,0,0,1
821,0,0,0,0,0,0,0,0,3,0,3,2
822,0,1,0,0,0,0,0,2,2,0,0,1
823,0,1,0,0,0,0,0,2,2,0,0,1
824,0,0,1,0,0,0,0,1,1,0,1,1
825,0,0,0,0,0,0,0,1,1,0,1,1
826,1,0,1,0,0,0,0,1,2,0,1,2
827,0,0,0,0,0,0,0,1,1,0,1,1
828,1,1,0,0,0,1,0,1,2,0,2,2
829,0,1,0,0,0,0,0,1,2,1,1,1
830,1,1,0,0,0,0,0,1,2,0,1,0
831,0,1,0,0,0,0,0,1,2,1,1,1
832,2,0,1,0,0,1,0,2,2,1,0,0
833,2,0,1,0,0,1,0,2,2,1,0,0
834,1,1,1,0,0,0,0,2,1,0,0,1
835,1,1,0,0,0,1,0,1,2,0,0,1
836,0,0,1,0,0,1,1,0,1,0,2,2
837,0,0,1,0,0,1,1,0,1,0,2,2
838,1,0,1,0,0,0,0,1,1,1,1,2
839,0,1,0,0,0,0,0,1,2,0,0,1
840,2,0,1,0,0,0,0,2,1,1,2,2
841,0,1,0,0,0,1,0,1,2,0,1,1
842,2,1,1,0,0,1,0,2,1,0,1,1
843,0,1,1,0,0,0,1,1,1,0,0,1
844,1,0,1,0,0,1,0,1,1,1,1,1
845,0,1,0,0,0,0,0,2,2,0,0,1
846,0,1,0,0,0,0,0,2,2,0,0,1
847,0,1,0,0,0,0,0,2,2,0,0,1
848,0,1,0,0,0,0,0,2,2,0,0,1
849,0,1,0,0,0,0,0,2,2,0,0,1
850,1,0,1,0,0,0,0,2,1,0,0,1
851,1,0,1,0,0,0,0,2,1,0,0,1
852,1,0,1,0,0,1,1,2,1,1,0,1
853,1,0,1,0,0,2,0,1,2,0,1,1
854,1,0,1,0,0,2,0,1,2,0,1,1
855,1,1,0,0,0,0,0,1,2,0,2,2
856,1,0,1,0,0,2,0,1,2,0,1,1
857,1,0,1,0,0,0,0,1,2,1,1,2
858,2,0,1,0,0,0,0,1,1,0,1,2
859,0,1,0,0,0,0,0,1,2,1,1,1
860,0,1,0,0,0,0,1,2,2,0,0,1
861,0,2,2,0,0,0,1,1,2,0,1,1
862,1,0,1,0,0,0,0,1,1,0,1,1
863,0,1,0,0,0,0,1,2,2,0,0,1
864,0,1,0,0,0,0,1,2,2,0,0,1
865,0,1,0,0,0,0,1,2,2,0,0,1
866,0,1,0,0,0,0,0,1,2,1,1,1
867,0,1,0,0,0,0,0,1,2,1,1,1
868,0,1,0,0,0,0,0,1,2,1,1,1
869,1,1,0,0,0,1,0,1,2,0,1,1
870,1,1,0,0,0,1,0,1,2,0,2,1
871,0,1,0,0,0,1,0,1,2,0,1,1
872,0,0,0,0,0,1,0,1,2,0,0,0
873,1,0,1,0,0,0,0,1,1,0,1,2
874,2,0,1,0,0,0,0,1,1,0,2,2
875,1,0,1,0,0,0,0,1,1,1,2,2
876,0,0,0,0,0,0,0,1,2,0,1,0
877,1,1,0,0,0,1,0,1,2,0,2,1
878,1,1,0,0,0,1,0,2,1,0,0,1
879,0,1,0,0,0,0,1,2,2,0,0,1
880,1,1,0,0,0,0,0,1,1,0,0,1
881,1,1,0,0,0,1,0,1,2,0,1,1
882,1,0,1,0,1,0,0,1,1,1,2,1
883,0,1,0,0,0,0,1,2,2,0,0,1
884,1,1,0,0,0,1,0,2,1,0,0,1
885,1,1,0,0,0,0,0,2,1,0,1,1
886,1,1,0,0,0,0,0,2,1,0,1,1
887,2,1,1,0,0,1,0,1,1,1,2,2
888,0,1,0,0,0,1,0,1,2,0,1,1
889,2,2,1,1,0,1,1,3,1,0,0,1
890,0,0,0,0,0,1,0,1,2,0,1,1
891,0,1,0,0,0,0,1,2,2,0,0,1
892,1,0,0,0,0,0,0,2,1,0,0,1
893,0,1,0,0,0,0,1,2,2,0,0,1
894,0,1,0,0,0,0,1,2,2,0,0,1
895,0,1,0,0,0,1,0,1,2,0,1,1
896,1,0,1,0,0,0,0,1,1,1,2,2
897,0,1,0,0,0,1,0,1,2,0,1,1
898,1,0,1,0,0,0,0,1,1,1,2,2
899,1,2,0,0,0,0,0,2,2,0,1,0
900,1,0,1,0,0,0,0,1,2,0,2,1
901,0,1,0,0,0,0,0,2,2,0,1,2
902,0,1,0,0,0,0,0,2,2,0,1,2
903,0,1,0,1,0,0,0,1,2,0,1,2
904,0,1,0,1,0,0,0,1,2,0,1,2
905,1,1,0,0,0,0,1,2,1,0,0,1
906,0,1,1,0,0,0,1,1,2,0,1,1
907,0,1,0,0,0,0,0,1,2,0,1,1
908,0,1,0,0,0,1,0,1,2,0,1,1
909,0,0,1,0,0,0,0,0,1,0,1,1
910,1,0,1,0,0,0,0,1,1,0,2,1
911,1,0,1,2,0,0,0,2,1,0,1,1
912,1,0,1,0,0,0,0,1,1,0,2,1
913,1,0,1,1,0,0,0,1,1,0,2,2
914,0,0,1,0,0,0,0,0,1,0,1,1
915,1,0,1,0,0,0,0,1,1,0,2,1
916,0,1,0,0,0,0,0,1,2,0,1,1
917,0,0,1,2,0,1,0,2,2,0,1,1
918,1,0,1,0,0,1,1,1,1,0,1,1
919,1,1,0,0,0,2,0,1,2,1,2,1
920,1,0,1,0,0,0,0,2,1,0,1,1
921,1,0,1,0,0,1,1,1,1,0,1,1
922,1,1,0,0,0,2,0,1,2,1,2,1
923,0,0,1,2,0,1,0,2,2,0,1,1
924,1,0,1,0,0,0,0,1,1,1,1,1
925,1,0,1,0,0,2,1,1,2,1,1,2
926,1,0,1,0,0,2,0,2,2,1,1,1
927,1,1,0,0,0,0,0,2,1,0,0,0
928,1,0,1,0,0,0,0,1,1,1,1,1
929,1,0,1,0,0,0,0,1,1,0,2,2
930,0,1,0,0,0,0,0,2,2,0,1,1
931,0,1,0,0,0,0,0,2,2,0,0,1
932,1,0,1,0,0,1,0,2,2,0,0,1
933,0,1,0,0,0,0,0,2,2,0,0,1
934,0,1,0,0,0,0,0,2,2,0,1,1
935,1,0,1,0,0,1,0,1,2,0,2,1
936,1,0,1,0,0,1,0,1,2,0,2,1
937,2,1,2,0,0,0,0,2,1,0,1,0
938,0,0,1,0,0,1,0,1,1,0,2,2
939,0,0,0,0,0,0,0,1,2,0,1,1
940,1,0,2,0,0,0,0,1,1,1,2,2
941,1,0,1,1,0,0,0,1,1,0,2,2
942,1,0,1,0,0,0,0,2,1,0,0,2
943,1,1,1,0,0,0,0,2,1,0,0,2
944,1,0,1,0,0,0,0,1,1,0,2,2
945,1,0,1,0,0,0,0,1,1,1,1,2
946,1,0,2,0,0,0,0,2,1,1,2,2
947,1,0,1,0,0,0,0,1,1,0,2,2
948,1,0,1,0,0,0,0,1,2,1,2,2
949,1,0,1,0,0,0,0,1,2,1,2,2
950,1,0,1,0,0,0,0,1,2,1,2,2
951,1,0,1,0,0,0,0,1,1,0,2,2
952,1,0,1,0,0,0,0,1,1,0,1,2
953,1,0,1,0,0,0,0,1,1,0,2,2
954,1,0,1,0,0,0,0,1,2,0,2,1
955,1,0,2,0,0,0,0,1,1,0,1,1
956,1,0,2,0,0,0,0,1,1,0,1,1
957,1,0,2,0,0,0,0,1,1,0,1,1
958,0,1,0,0,0,1,0,1,2,0,1,2
959,1,1,0,0,0,0,0,2,1,0,0,1
960,1,0,1,0,0,0,0,1,1,1,1,1
961,0,1,0,0,0,0,0,1,1,0,0,1
962,0,1,0,0,0,0,0,1,2,0,0,1
963,1,0,1,0,0,1,0,1,1,0,1,1
964,1,0,1,0,0,0,0,1,1,1,1,1
965,1,0,1,0,0,1,0,1,1,1,1,1
966,1,0,1,0,0,0,0,1,1,0,2,2
967,1,1,0,0,0,1,1,2,1,0,0,1
968,1,0,1,0,0,1,0,1,1,0,2,1
969,0,1,0,0,0,0,0,1,2,0,1,1
970,2,0,1,0,0,0,0,2,1,1,1,1
971,2,0,1,0,0,0,0,2,1,1,1,1
972,1,0,2,0,0,0,0,1,1,0,1,2
973,1,0,1,0,0,0,0,1,2,0,1,1
974,1,0,1,1,0,0,0,1,1,0,2,2
975,0,0,1,0,0,1,0,2,2,0,0,1
976,0,0,1,0,0,1,0,2,2,0,0,1
977,1,1,1,0,0,1,1,2,1,0,0,1
978,0,0,1,0,0,0,0,1,1,0,1,2
979,2,0,1,0,0,0,0,2,1,0,1,1
980,1,1,1,0,0,0,0,2,1,0,1,1
981,1,2,1,0,0,0,0,2,1,0,0,1
982,0,1,1,0,0,2,0,1,1,1,2,1
983,1,1,1,0,0,0,0,2,1,0,1,1
984,2,0,1,0,0,0,0,2,1,0,1,1
985,0,1,0,0,0,0,0,1,2,0,1,1
986,1,0,1,0,0,0,0,1,1,0,1,2
987,0,0,1,0,0,1,0,2,2,0,0,1
988,1,0,0,0,0,1,0,1,1,0,0,1
989,1,0,1,0,0,0,0,1,1,0,1,1
990,1,0,0,0,0,1,0,1,1,0,0,1
991,0,0,1,0,0,1,0,2,2,0,0,1
992,0,0,0,0,0,1,0,1,1,0,0,1
993,0,0,1,0,0,1,0,2,2,0,0,1
994,1,0,1,0,0,1,1,2,1,0,0,1
995,1,1,0,0,0,1,0,2,2,0,1,1
996,0,1,0,0,0,0,0,1,3,0,2,2
997,0,1,0,0,0,0,0,1,3,0,2,2
998,1,1,1,0,0,0,0,1,1,0,0,1
999,0,1,0,0,0,0,0,0,2,0,2,1
1000,1,0,1,0,0,0,0,1,2,0,1,2
1001,1,0,1,0,0,1,0,1,1,1,1,2
1002,1,0,1,0,0,0,0,1,1,1,2,2
1003,0,0,1,0,0,0,0,0,1,0,2,2
1004,1,0,1,0,0,1,0,1,1,0,1,1
1005,0,0,1,0,0,0,0,0,1,0,2,2
1006,1,0,1,0,0,0,0,1,1,1,2,2
1007,1,0,1,0,0,0,0,1,1,1,2,2
1008,1,0,1,0,0,0,0,1,1,0,2,2
1009,1,1,1,0,0,1,0,2,1,0,1,1
1010,1,0,1,0,0,0,0,1,1,0,2,2
1011,1,0,1,0,0,0,0,1,1,0,1,1
1012,1,2,0,0,0,0,0,1,1,0,0,1
1013,1,1,0,0,0,1,0,1,2,0,0,1
1014,1,1,0,0,0,0,0,1,1,0,1,1
1015,2,0,1,0,0,0,0,1,1,1,1,1
1016,1,0,1,0,0,0,0,1,1,1,2,2
1017,1,0,1,0,0,1,1,0,0,0,2,1
1018,1,0,1,0,0,1,1,0,0,0,2,1
1019,0,1,0,0,0,0,0,1,2,0,1,1
1020,2,0,2,0,0,0,0,1,1,0,2,1
1021,2,0,2,0,0,0,0,1,1,0,2,1
1022,0,1,0,0,0,0,0,1,1,0,1,1
1023,1,0,1,0,0,0,0,1,1,0,2,1
1024,1,1,0,0,0,0,0,1,1,0,1,2
1025,1,1,0,0,0,0,0,2,1,0,1,1
1026,1,0,1,0,0,0,0,1,2,0,2,1
1027,0,1,0,0,0,1,0,1,2,0,1,1
1028,0,0,0,0,0,2,0,1,1,0,1,1
1029,1,1,0,0,0,0,0,1,1,0,1,2
1030,0,1,0,0,0,0,0,1,2,0,1,2
1031,0,1,0,0,0,0,0,1,1,0,1,2
1032,1,1,0,0,0,0,0,2,1,0,0,1
1033,1,1,0,0,0,0,0,1,1,0,1,1
1034,1,1,0,0,0,0,0,2,1,0,0,1
1035,1,0,1,0,0,0,0,1,1,0,1,2
1036,1,0,1,0,0,1,0,1,1,0,2,2
1037,0,2,0,0,0,1,0,1,1,0,0,1
1038,1,0,1,1,0,1,0,1,1,1,2,2
1039,1,1,0,0,0,1,0,2,1,1,1,1
1040,0,2,0,0,0,0,0,2,2,0,1,1
1041,0,1,0,0,0,0,0,1,2,0,0,1
1042,1,1,0,0,0,1,0,2,1,1,1,1
1043,1,0,1,2,0,0,0,2,1,1,1,2
1044,0,0,1,0,0,0,0,0,1,0,2,1
1045,0,0,0,0,0,1,0,1,1,0,1,1
1046,1,1,0,0,0,1,0,1,1,0,1,1
1047,0,0,0,0,0,1,0,1,2,0,1,1
1048,1,1,1,0,0,0,0,2,1,1,1,1
1049,1,1,1,0,0,0,0,2,1,1,1,1
1050,0,0,0,0,0,1,0,1,2,0,1,1
1051,1,0,2,0,2,0,0,2,0,2,0,1
1052,0,1,0,0,0,1,0,0,2,0,2,1
1053,1,0,1,0,0,0,0,1,2,1,2,2
1054,1,1,1,0,0,0,1,2,1,0,0,1
1055,1,1,1,0,0,0,1,2,1,0,0,1
1056,1,0,2,0,0,0,0,1,1,0,2,2
1057,1,0,1,0,0,1,1,2,1,0,0,1
1058,1,1,2,0,0,1,0,2,1,1,1,2
1059,1,0,2,0,0,0,0,1,1,0,2,2
1060,2,0,2,0,0,0,0,2,1,0,0,1
1061,1,0,2,0,0,0,0,1,1,0,2,2
1062,1,0,1,0,0,0,0,1,1,0,1,1
1063,1,0,2,0,0,0,0,1,1,0,2,1
1064,1,1,0,0,0,0,0,1,1,0,2,1
1065,1,1,0,0,0,0,0,1,1,0,1,1
